15,-319,-66,C,10
16,-369,-41,B,10
17,-319,-16,E,10
21,-319,10,C,12
22,-369,35,B,12
23,-319,60,E,12
25,-397,-41,U,14
26,-397,36,U,15
28,-319,6,N,12
33,-396,-90,U,20
34,-397,73,U,21
41,-215,-27,C,28
42,-265,-2,B,28
43,-215,23,E,28
45,-284,-90,U,30
46,-319,-90,U,31
47,-215,-91,U,32
48,-319,-70,N,10
50,-215,-37,N,28
51,-186,-37,U,34
52,-186,-92,U,35
53,-186,74,U,36
56,-284,73,U,39
58,-299,59,U,41
59,-300,-2,U,42
101,-299,-189,C,76
102,-349,-164,B,76
103,-299,-140,E,76
104,-220,-189,C,77
105,-270,-164,B,77
106,-220,-140,E,77
107,-385,-189,U,78
108,-385,-141,U,79
109,-187,-164,U,80
110,-284,-212,U,81
111,-284,-189,U,82
112,-297,-189,N,76
113,-230,-189,N,77
114,-299,-132,U,83
124,-220,-130,U,93
125,-204,-130,U,94
127,-204,-165,U,96
128,-365,-141,U,97
129,-365,-122,U,98
130,-269,-122,U,99
131,-349,-188,U,100
132,-384,-212,U,101
133,-385,-113,U,102
134,-188,-113,U,103
135,-187,-212,U,104
219,-82,-167,C,164
220,-132,-142,B,164
221,-82,-117,E,164
225,-82,-91,C,166
226,-132,-66,B,166
227,-82,-41,E,166
229,-160,-142,U,168
230,-160,-65,U,169
232,-82,-95,N,166
233,-70,-40,U,171
234,-70,-103,U,172
235,-82,-191,U,173
236,-82,-171,N,164
237,-159,-191,U,174
238,-160,-28,U,175
241,-48,-103,U,178
243,-48,-27,U,180
244,-47,-191,U,181
254,-417,-122,U,191
255,-417,-79,U,192
256,-25,-103,U,193
257,-216,-234,U,194
258,-417,-233,U,195
259,-417,85,U,196
260,-25,86,U,197
261,-25,-235,U,198
262,-217,-222,U,199
263,-284,-222,U,200
264,-83,-221,U,201
265,-173,-221,U,202
266,-174,-101,U,203
268,-284,-101,U,205
269,-408,-122,U,206
270,-408,-189,U,207
274,-409,-41,U,211
277,-405,36,U,214
280,-404,-79,U,217
281,-403,-140,U,218
282,-173,-38,U,219
283,-173,-65,U,220
285,-167,-163,U,222
286,-168,-141,U,223
296,133,-66,C,230
297,83,-41,B,230
298,133,-16,E,230
302,133,10,C,232
303,83,35,B,232
304,133,60,E,232
306,55,-41,U,234
307,55,36,U,235
309,133,6,N,232
314,56,-90,U,240
315,55,73,U,241
322,237,-27,C,248
323,187,-2,B,248
324,237,23,E,248
326,168,-90,U,250
327,133,-90,U,251
328,237,-91,U,252
329,133,-70,N,230
331,237,-37,N,248
332,266,-37,U,254
333,266,-92,U,255
334,266,74,U,256
337,168,73,U,259
339,153,59,U,261
340,152,-2,U,262
382,153,-189,C,296
383,103,-164,B,296
384,153,-140,E,296
385,232,-189,C,297
386,182,-164,B,297
387,232,-140,E,297
388,67,-189,U,298
389,67,-141,U,299
390,265,-164,U,300
391,168,-212,U,301
392,168,-189,U,302
393,155,-189,N,296
394,222,-189,N,297
395,153,-132,U,303
405,232,-130,U,313
406,248,-130,U,314
408,248,-165,U,316
409,87,-141,U,317
410,87,-122,U,318
411,183,-122,U,319
412,103,-188,U,320
413,68,-212,U,321
414,67,-113,U,322
415,264,-113,U,323
416,265,-212,U,324
500,370,-167,C,384
501,320,-142,B,384
502,370,-117,E,384
506,370,-91,C,386
507,320,-66,B,386
508,370,-41,E,386
510,292,-142,U,388
511,292,-65,U,389
513,370,-95,N,386
514,382,-40,U,391
515,382,-103,U,392
516,370,-191,U,393
517,370,-171,N,384
518,293,-191,U,394
519,292,-28,U,395
522,404,-103,U,398
524,404,-27,U,400
525,405,-191,U,401
535,35,-122,U,411
536,35,-79,U,412
537,427,-103,U,413
538,236,-234,U,414
539,35,-233,U,415
540,35,85,U,416
541,427,86,U,417
542,427,-235,U,418
543,235,-222,U,419
544,168,-222,U,420
545,369,-221,U,421
546,279,-221,U,422
547,278,-101,U,423
549,168,-101,U,425
550,44,-122,U,426
551,44,-189,U,427
555,43,-41,U,431
558,47,36,U,434
561,48,-79,U,437
562,49,-140,U,438
563,279,-38,U,439
564,279,-65,U,440
566,285,-163,U,442
567,284,-141,U,443
568,-481,48,U,444
569,-481,93,U,445
570,-481,137,U,446
574,-326,130,C,449
575,-376,155,B,449
576,-326,180,E,449
580,-326,206,C,451
581,-376,231,B,451
582,-326,256,E,451
584,-404,155,U,453
585,-404,232,U,454
587,-326,202,N,451
588,-314,257,U,456
589,-314,194,U,457
590,-326,106,U,458
591,-326,126,N,449
592,-403,106,U,459
593,-404,269,U,460
596,-292,194,U,463
598,-292,270,U,465
599,-291,106,U,466
603,73,129,C,469
604,23,154,B,469
605,73,179,E,469
609,73,205,C,471
610,23,230,B,471
611,73,255,E,471
613,-5,154,U,473
614,-5,231,U,474
616,73,201,N,471
617,85,256,U,476
618,85,193,U,477
619,73,105,U,478
620,73,125,N,469
621,-4,105,U,479
622,-5,268,U,480
625,107,193,U,483
627,107,269,U,485
628,108,105,U,486
632,222,167,C,489
633,172,192,B,489
634,222,216,E,489
635,301,167,C,490
636,251,192,B,490
637,301,216,E,490
638,136,167,U,491
639,136,215,U,492
640,334,192,U,493
641,237,144,U,494
642,237,167,U,495
643,224,167,N,489
644,291,167,N,490
645,222,224,U,496
655,301,226,U,506
656,317,226,U,507
658,317,191,U,509
659,156,215,U,510
660,156,234,U,511
661,252,234,U,512
662,172,168,U,513
663,137,144,U,514
664,136,243,U,515
665,333,243,U,516
666,334,144,U,517
667,468,71,U,518
668,468,116,U,519
669,5,-262,U,520
670,-480,-265,U,521
671,-481,302,U,522
672,467,302,U,523
673,467,-263,U,524
674,-44,231,U,525
675,-45,288,U,526
676,-459,288,U,527
677,-458,137,U,528
678,18,-79,U,529
679,18,96,U,530
680,-43,96,U,531
681,-457,48,U,532
682,-457,-122,U,533
683,-440,48,U,534
684,-439,232,U,535
685,-432,94,U,536
686,-432,-77,U,537
687,-431,154,U,538
688,16,-101,U,539
689,16,-123,U,540
690,-17,154,U,541
692,-3,-101,U,543
693,-4,71,U,544
694,-17,71,U,545
695,448,-103,U,546
696,449,71,U,547
697,121,194,U,548
698,121,168,U,549
699,-28,195,U,550
700,-28,287,U,551
701,120,288,U,552
702,121,215,U,553
703,448,192,U,554
704,449,117,U,555
705,4,-248,U,556
706,-216,-248,U,557
707,235,-248,U,558
708,439,-248,U,559
709,438,97,U,560
710,236,97,U,561
711,72,95,U,562
712,437,294,U,563
713,-274,294,U,564
714,-273,95,U,565
715,-326,94,U,566
