2,15,16,168,97,168,120,3
3,16,6,168,120,153,120,17
4,16,9,168,120,232,120,18
5,8,19,153,169,153,177,3
6,19,29,153,177,232,179,3
7,11,29,232,169,232,179,3
8,29,30,232,179,248,179,3
9,30,32,248,179,248,144,3
10,32,14,248,144,265,145,3
11,13,33,67,168,87,168,3
12,33,34,87,168,87,187,3
13,34,35,87,187,183,187,3
14,35,10,183,187,182,145,3
15,12,36,67,120,103,121,3
16,36,7,103,121,103,145,3
17,15,37,168,97,68,97,3
18,37,38,68,97,67,196,3
19,15,40,168,97,265,97,3
20,40,39,265,97,264,196,3
21,38,39,67,196,264,196,3
22,1,41,25,0,166,2,0
23,1,42,25,0,29,121,0
24,14,43,265,145,299,144,0
25,43,44,299,144,297,218,0
26,44,45,297,218,31,224,0
27,45,46,31,224,29,166,0
28,41,15,166,2,168,97,0
29,42,12,29,121,67,120,0
