1,25,0,S,1
2,-25,0,Z,1
3,-200,0,L,1
10,-94,329,D,6
11,-94,379,W,6
12,-44,354,Q,6
13,-168,330,D,7
14,-168,380,W,7
15,-118,355,Q,7
16,-17,329,D,8
17,-17,379,W,8
18,33,354,Q,8
19,54,329,D,9
20,54,379,W,9
21,104,354,Q,9
22,133,329,D,10
23,133,379,W,10
24,183,354,Q,10
25,-243,329,D,11
26,-243,379,W,11
27,-193,354,Q,11
28,-320,329,D,12
29,-320,379,W,12
30,-270,354,Q,12
31,-397,329,D,13
32,-397,379,W,13
33,-347,354,Q,13
34,-94,289,U,14
35,-167,289,U,15
36,-242,289,U,16
37,-319,291,U,17
38,-396,292,U,18
39,-18,290,U,19
40,54,290,U,20
41,132,289,U,21
43,-396,413,U,23
44,-319,414,U,24
45,-243,413,U,25
46,-168,414,U,26
47,-94,414,U,27
48,-18,415,U,28
49,54,413,U,29
50,134,412,U,30
51,225,354,U,31
52,-334,354,U,32
53,-334,398,U,33
54,-395,398,U,34
55,-257,354,U,35
56,-257,400,U,36
57,-321,399,U,37
58,-243,400,U,38
59,-169,401,U,39
60,-94,401,U,40
61,-17,401,U,41
62,54,402,U,42
63,134,401,U,43
64,-181,400,U,44
65,-106,399,U,45
66,-31,400,U,46
67,43,400,U,47
68,118,401,U,48
69,197,354,U,49
70,197,401,U,50
71,-180,354,U,51
72,-106,354,U,52
73,-31,353,U,53
74,44,354,U,54
75,118,354,U,55
76,209,353,U,56
77,209,389,U,57
78,134,390,U,58
79,54,390,U,59
80,-17,390,U,60
81,-95,391,U,61
82,-168,390,U,62
83,-243,389,U,63
84,-320,389,U,64
85,-396,390,U,65
86,224,287,U,66
87,225,412,U,67
88,-418,414,U,68
89,-418,290,U,69
174,480,163,U,137
182,557,163,U,145
183,519,163,U,146
188,593,162,U,151
192,627,163,U,155
193,660,163,U,156
195,693,162,U,158
197,442,163,U,160
381,-320,270,U,297
382,-241,262,U,298
383,-168,252,U,299
384,-96,243,U,300
385,-18,234,U,301
386,54,226,U,302
387,132,215,U,303
388,692,215,U,304
389,660,225,U,305
390,626,234,U,306
391,593,242,U,307
392,557,251,U,308
393,519,262,U,309
394,480,270,U,310
395,442,277,U,311
396,-396,275,U,312
438,-321,470,C,343
439,-371,495,B,343
440,-321,520,E,343
441,-242,469,C,344
442,-292,494,B,344
443,-242,519,E,344
445,-321,461,N,343
446,-242,460,N,344
447,-169,467,C,345
448,-219,492,B,345
449,-169,517,E,345
450,-93,467,C,346
451,-142,492,B,346
452,-93,517,E,346
453,-19,468,C,347
454,-69,493,B,347
455,-19,518,E,347
456,57,466,C,348
457,7,491,B,348
458,57,516,E,348
459,128,466,C,349
