3,33,52,-347,354,-334,354,7
4,52,53,-334,354,-334,398,7
5,53,54,-334,398,-395,398,7
6,54,43,-395,398,-396,413,7
7,38,31,-396,292,-397,329,7
8,37,28,-319,291,-320,329,7
9,36,25,-242,289,-243,329,7
10,35,13,-167,289,-168,330,7
11,34,10,-94,289,-94,329,7
12,39,16,-18,290,-17,329,7
13,40,19,54,290,54,329,7
14,41,22,132,289,133,329,7
15,56,57,-257,400,-321,399,7
16,30,55,-270,354,-257,354,7
17,55,56,-257,354,-257,400,7
18,57,44,-321,399,-319,414,7
19,27,71,-193,354,-180,354,7
20,71,64,-180,354,-181,400,7
21,64,58,-181,400,-243,400,7
22,58,45,-243,400,-243,413,7
23,15,72,-118,355,-106,354,7
24,72,65,-106,354,-106,399,7
25,65,59,-106,399,-169,401,7
26,59,46,-169,401,-168,414,7
27,12,73,-44,354,-31,353,7
28,73,66,-31,353,-31,400,7
29,66,60,-31,400,-94,401,7
30,60,47,-94,401,-94,414,7
31,18,74,33,354,44,354,7
32,74,67,44,354,43,400,7
33,67,61,43,400,-17,401,7
34,61,48,-17,401,-18,415,7
35,21,75,104,354,118,354,7
36,75,68,118,354,118,401,7
37,68,62,118,401,54,402,7
38,62,49,54,402,54,413,7
39,24,69,183,354,197,354,7
40,69,70,197,354,197,401,7
41,70,63,197,401,134,401,7
42,63,50,134,401,134,412,7
43,51,76,225,354,209,353,7
44,76,77,209,353,209,389,7
45,77,78,209,389,134,390,7
46,78,23,134,390,133,379,7
47,78,79,134,390,54,390,7
48,79,20,54,390,54,379,7
49,79,80,54,390,-17,390,7
50,80,17,-17,390,-17,379,7
51,80,81,-17,390,-95,391,7
52,81,11,-95,391,-94,379,7
53,81,82,-95,391,-168,390,7
54,82,14,-168,390,-168,380,7
55,82,83,-168,390,-243,389,7
56,83,26,-243,389,-243,379,7
57,83,84,-243,389,-320,389,7
58,84,29,-320,389,-320,379,7
59,84,85,-320,389,-396,390,7
60,85,32,-396,390,-397,379,7
61,51,87,225,354,225,412,7
62,87,88,225,412,-418,414,7
63,88,89,-418,414,-418,290,7
64,89,86,-418,290,224,287,7
65,51,86,225,354,224,287,7
269,396,38,-396,275,-396,292,4
270,381,37,-320,270,-319,291,4
271,382,36,-241,262,-242,289,4
272,383,35,-168,252,-167,289,4
273,384,34,-96,243,-94,289,4
274,385,39,-18,234,-18,290,4
275,386,40,54,226,54,290,4
276,387,41,132,215,132,289,4
277,388,387,692,215,132,215,4
278,389,386,660,225,54,226,4
279,390,385,626,234,-18,234,4
280,391,384,593,242,-96,243,4
281,392,383,557,251,-168,252,4
282,393,382,519,262,-241,262,4
283,394,381,480,270,-320,270,4
284,395,396,442,277,-396,275,4
285,197,395,442,163,442,277,4
287,183,393,519,163,519,262,4
288,182,392,557,163,557,251,4
289,188,391,593,162,593,242,4
290,192,390,627,163,626,234,4
291,193,389,660,163,660,225,4
292,195,388,693,162,692,215,4
319,395,197,442,277,442,163,4
322,174,394,480,163,480,270,4
323,394,174,480,270,480,163,4
324,393,183,519,262,519,163,4
325,392,182,557,251,557,163,4
326,391,188,593,242,593,162,4
327,390,192,626,234,627,163,4
328,389,193,660,225,660,163,4
329,388,195,692,215,693,162,4
344,44,438,-319,414,-321,470,445
345,45,441,-243,413,-242,469,446
346,46,447,-168,414,-169,467,462
347,47,450,-94,414,-93,467,463
348,48,453,-18,415,-19,468,464
349,49,456,54,413,57,466,465
350,50,459,134,412,128,466,466
355,43,476,-396,413,-396,470,480
360,481,477,-446,443,-446,495,4
361,481,482,-446,443,-372,443,4
362,482,439,-372,443,-371,495,4
363,482,483,-372,443,-292,441,4
364,483,442,-292,441,-292,494,4
365,483,484,-292,441,-219,440,4
366,484,448,-219,440,-219,492,4
367,484,485,-219,440,-142,441,4
368,485,451,-142,441,-142,492,4
369,485,486,-142,441,-70,440,4
370,486,454,-70,440,-69,493,4
371,486,487,-70,440,6,440,4
372,487,457,6,440,7,491,4
373,487,488,6,440,78,443,4
374,488,460,78,443,78,491,4
375,478,493,-396,520,-396,540,4
376,440,496,-321,520,-321,544,4
377,443,497,-242,519,-242,549,4
378,449,498,-169,517,-169,553,4
379,452,499,-93,517,-94,560,4
380,455,500,-19,518,-20,566,4
381,458,501,57,516,56,572,4
382,461,502,128,516,128,579,4
383,493,503,-396,540,442,539,4
384,496,505,-321,544,478,543,4
385,497,506,-242,549,517,549,4
386,498,507,-169,553,556,553,4
387,499,508,-94,560,592,559,4
388,500,509,-20,566,626,565,4
390,502,511,128,579,692,579,4
404,544,563,-347,766,-334,766,518
405,563,564,-334,766,-334,810,518
406,564,565,-334,810,-395,810,518
407,565,554,-395,810,-396,825,518
408,549,542,-396,704,-397,741,518
409,548,539,-319,703,-320,741,518
410,547,536,-242,701,-243,741,518
411,546,524,-167,701,-168,742,518
412,545,521,-94,701,-94,741,518
413,550,527,-18,702,-17,741,518
414,551,530,54,702,54,741,518
415,552,533,132,701,133,741,518
416,567,568,-257,812,-321,811,518
417,541,566,-270,766,-257,766,518
418,566,567,-257,766,-257,812,518
419,568,555,-321,811,-319,826,518
420,538,582,-193,766,-180,766,518
421,582,575,-180,766,-181,812,518
422,575,569,-181,812,-243,812,518
423,569,556,-243,812,-243,825,518
424,526,583,-118,767,-106,766,518
425,583,576,-106,766,-106,811,518
426,576,570,-106,811,-169,813,518
427,570,557,-169,813,-168,826,518
428,523,584,-44,766,-31,765,518
429,584,577,-31,765,-31,812,518
430,577,571,-31,812,-94,813,518
431,571,558,-94,813,-94,826,518
432,529,585,33,766,44,766,518
433,585,578,44,766,43,812,518
434,578,572,43,812,-17,813,518
435,572,559,-17,813,-18,827,518
436,532,586,104,766,118,766,518
437,586,579,118,766,118,813,518
438,579,573,118,813,54,814,518
439,573,560,54,814,54,825,518
440,535,580,183,766,197,766,518
441,580,581,197,766,197,813,518
442,581,574,197,813,134,813,518
443,574,561,134,813,134,824,518
444,562,587,225,766,209,765,518
445,587,588,209,765,209,801,518
446,588,589,209,801,134,802,518
447,589,534,134,802,133,791,518
448,589,590,134,802,54,802,518
449,590,531,54,802,54,791,518
450,590,591,54,802,-17,802,518
451,591,528,-17,802,-17,791,518
452,591,592,-17,802,-95,803,518
453,592,522,-95,803,-94,791,518
454,592,593,-95,803,-168,802,518
455,593,525,-168,802,-168,792,518
456,593,594,-168,802,-243,801,518
457,594,537,-243,801,-243,791,518
458,594,595,-243,801,-320,801,518
459,595,540,-320,801,-320,791,518
460,595,596,-320,801,-396,802,518
461,596,543,-396,802,-397,791,518
462,562,598,225,766,225,824,518
463,598,599,225,824,-418,826,518
464,599,600,-418,826,-418,702,518
465,600,597,-418,702,224,699,518
466,562,597,225,766,224,699,518
670,907,549,-396,687,-396,704,515
671,892,548,-320,682,-319,703,515
672,893,547,-241,674,-242,701,515
673,894,546,-168,664,-167,701,515
674,895,545,-96,655,-94,701,515
675,896,550,-18,646,-18,702,515
676,897,551,54,638,54,702,515
677,898,552,132,627,132,701,515
678,899,898,692,627,132,627,515
679,900,897,660,637,54,638,515
680,901,896,626,646,-18,646,515
681,902,895,593,654,-96,655,515
682,903,894,557,663,-168,664,515
683,904,893,519,674,-241,674,515
684,905,892,480,682,-320,682,515
685,906,907,442,689,-396,687,515
745,555,949,-319,826,-321,882,956
746,556,952,-243,825,-242,881,957
747,557,958,-168,826,-169,879,973
748,558,961,-94,826,-93,879,974
749,559,964,-18,827,-19,880,975
750,560,967,54,825,57,878,976
751,561,970,134,824,128,878,977
756,554,987,-396,825,-396,882,991
761,992,988,-446,855,-446,907,515
762,992,993,-446,855,-372,855,515
763,993,950,-372,855,-371,907,515
764,993,994,-372,855,-292,853,515
765,994,953,-292,853,-292,906,515
766,994,995,-292,853,-219,852,515
767,995,959,-219,852,-219,904,515
768,995,996,-219,852,-142,853,515
769,996,962,-142,853,-142,904,515
770,996,997,-142,853,-70,852,515
771,997,965,-70,852,-69,905,515
772,997,998,-70,852,6,852,515
773,998,968,6,852,7,903,515
774,998,999,6,852,78,855,515
775,999,971,78,855,78,903,515
776,989,1004,-396,932,-396,952,515
777,951,1007,-321,932,-321,956,515
778,954,1008,-242,931,-242,961,515
779,960,1009,-169,929,-169,965,515
780,963,1010,-93,929,-94,972,515
781,966,1011,-19,930,-20,978,515
782,969,1012,57,928,56,984,515
783,972,1013,128,928,128,991,515
784,1004,1014,-396,952,442,951,515
785,1007,1016,-321,956,478,955,515
786,1008,1017,-242,961,517,961,515
787,1009,1018,-169,965,556,965,515
788,1010,1019,-94,972,592,971,515
789,1011,1020,-20,978,626,977,515
790,1012,1021,56,984,659,983,515
791,1013,1022,128,991,692,991,515
792,501,1023,56,572,660,572,4
804,395,503,442,277,442,539,4
805,503,395,442,539,442,277,4
806,394,505,480,270,478,543,4
807,505,394,478,543,480,270,4
808,393,506,519,262,517,549,4
809,506,393,517,549,519,262,4
810,392,507,557,251,556,553,4
811,507,392,556,553,557,251,4
812,391,508,593,242,592,559,4
813,508,391,592,559,593,242,4
814,390,509,626,234,626,565,4
815,509,390,626,565,626,234,4
816,389,1023,660,225,660,572,4
817,1023,389,660,572,660,225,4
818,388,511,692,215,692,579,4
819,511,388,692,579,692,215,4
820,503,906,442,539,442,689,4
821,906,503,442,689,442,539,4
822,505,905,478,543,480,682,4
823,905,505,480,682,478,543,4
824,506,904,517,549,519,674,4
825,904,506,519,674,517,549,4
826,507,903,556,553,557,663,4
827,903,507,557,663,556,553,4
828,508,902,592,559,593,654,4
829,902,508,593,654,592,559,4
