5,RAM,276,-228
6,BUFFER,26,-355
7,BUFFER,296,-355
8,BUFFER,320,-356
9,BUFFER,346,-355
10,BUFFER,371,-356
11,BUFFER,396,-356
12,BUFFER,420,-356
13,BUFFER,446,-356
14,BUFFER,472,-356
15,LED,257,278
16,LED,290,279
17,LED,325,280
18,LED,361,277
19,LED,397,278
20,LED,438,278
21,LED,471,277
22,LED,504,278
23,BUFFER,570,-355
24,BUFFER,570,-81
25,BUFFER,571,-41
26,BUFFER,571,-2
27,BUFFER,570,39
28,BUFFER,213,-1
35,IR,262,321
38,MICROCOUNTER,98,322
41,DECODER,65,429
44,BUFFER,-200,331
47,BUFFER,98,331
49,BUFFER,26,347
50,BUFFER,26,276
51,BUFFER,222,276
52,BUFFER,222,346
